SK,Date_SK,Planning_Resource_SK,Type,PlannedHours,BillableHours,Planning_Project_SK,Planning_Project_Task_SK,Planning_Department_SK
1893,20220927,63,Approved,8,8,364,1283,4
1967,20220928,63,Approved,8,8,364,1283,4
2053,20220929,63,Approved,8,8,39,137,4
2613,20221006,63,Approved,8,8,65,147,4
2923,20221011,63,Approved,8,8,164,893,4
3131,20221013,63,Approved,8,8,159,322,4
3413,20221017,63,Approved,8,8,364,1283,4
3521,20221018,63,Approved,8,8,94,1218,4
3745,20221020,63,Approved,8,8,65,147,4
3840,20221021,63,Approved,8,8,39,137,4
3944,20221024,63,Approved,8,8,41,718,4
4279,20221027,63,Approved,8,8,39,137,4
4789,20221107,63,Approved,8,8,164,892,4
4901,20221108,63,Approved,8,8,74,408,4
5017,20221109,63,Approved,8,8,364,1283,4
5230,20221114,63,Approved,8,8,41,718,4
5454,20221116,63,Approved,8,8,94,1218,4
5563,20221117,63,Approved,8,8,65,147,4
5793,20221121,63,Approved,8,8,159,322,4
5900,20221122,63,Approved,8,8,159,322,4
6013,20221123,63,Approved,8,8,159,322,4
6114,20221124,63,Approved,8,8,39,137,4
6397,20221128,63,Approved,8,8,39,137,4
6504,20221129,63,Approved,8,8,164,892,4
6723,20221201,63,Approved,8,8,159,322,4
7100,20221206,63,Approved,8,8,74,408,4
7315,20221208,63,Approved,8,8,65,147,4
7606,20221212,63,Approved,8,8,41,718,4
7716,20221213,63,Approved,8,8,164,892,4
7829,20221214,63,Approved,8,8,94,1218,4
7936,20221215,63,Approved,8,8,159,322,4
8936,20230105,63,Approved,8,8,159,321,4
9104,20230109,63,Approved,8,8,39,136,4
9217,20230110,63,Approved,8,8,41,717,4
9332,20230111,63,Approved,8,8,94,1219,4
9443,20230112,63,Approved,8,8,65,146,4
9983,20230119,63,Approved,8,8,159,321,4
10177,20230123,63,Approved,8,8,74,409,4
10291,20230124,63,Approved,8,8,164,891,4
11087,20230202,63,Approved,8,8,159,321,4
11227,20230203,63,Approved,8,8,164,891,4
11369,20230206,63,Approved,8,8,39,136,4
11494,20230207,63,Approved,8,8,364,1283,4
11613,20230208,63,Approved,8,8,94,1219,4
11729,20230209,63,Approved,8,8,65,146,4
12068,20230214,63,Approved,8,8,164,891,4
12311,20230216,63,Approved,8,8,159,321,4
13535,20230302,63,Approved,8,8,159,321,4
13909,20230307,63,Approved,8,8,41,717,4
14012,20230308,63,Approved,8,8,94,1219,4
14115,20230309,63,Approved,8,8,65,146,4
15423,20230328,63,Approved,8,8,164,891,4
15588,20230330,63,Approved,8,8,159,321,4
15925,20230404,63,Approved,8,8,38,501,4
16002,20230405,63,Approved,8,8,94,1219,4
16074,20230406,63,Approved,8,8,65,146,4
16195,20230411,63,Approved,8,8,41,717,4
16341,20230413,63,Approved,8,8,159,321,4
16611,20230418,63,Approved,8,8,164,891,4
16755,20230420,63,Approved,8,8,159,321,4
17269,20230502,63,Approved,8,8,164,891,4
17405,20230504,63,Approved,8,8,159,321,4
17589,20230509,63,Approved,8,8,41,717,4
17657,20230510,63,Approved,8,8,94,1219,4
17723,20230511,63,Approved,8,8,65,146,4
17952,20230516,63,Approved,8,8,164,891,4
18153,20230523,63,Approved,8,8,164,891,4
18287,20230525,63,Approved,8,8,159,321,4
18956,20230608,63,Approved,8,8,159,321,4
19217,20230613,63,Approved,8,8,41,717,4
19279,20230614,63,Approved,8,8,94,1219,4
19336,20230615,63,Approved,8,8,65,146,4
19495,20230620,63,Approved,8,8,164,891,4
19621,20230622,63,Approved,8,8,159,321,4
20089,20230704,63,Approved,8,8,164,891,4
20179,20230706,63,Approved,8,8,159,321,4
20386,20230711,63,Approved,8,8,41,717,4
20429,20230712,63,Approved,8,8,94,1219,4
20478,20230713,63,Approved,8,8,65,146,4
80,20220719,58,Approved,8,8,118,767,3
200,20220801,58,Approved,8,8,118,767,3
236,20220803,58,Approved,8,8,110,222,3
287,20220808,58,Approved,8,8,102,1347,3
309,20220809,58,Approved,8,8,96,608,3
327,20220810,58,Approved,8,8,54,319,3
391,20220816,58,Approved,8,8,118,767,3
420,20220817,58,Approved,8,8,68,377,3
595,20220829,58,Approved,8,8,68,377,3
634,20220830,58,Approved,8,8,118,767,3
1806,20220926,58,Approved,8,8,68,377,3
1890,20220927,58,Approved,8,8,118,767,3
1964,20220928,58,Approved,8,8,110,222,3
2381,20221004,58,Approved,8,8,96,608,3
2496,20221005,58,Approved,8,8,102,1347,3
2919,20221011,58,Approved,8,8,118,767,3
3622,20221019,58,Approved,8,8,102,1347,3
3939,20221024,58,Approved,8,8,68,377,3
4052,20221025,58,Approved,8,8,118,767,3
4165,20221026,58,Approved,8,8,110,222,3
4897,20221108,58,Approved,8,8,118,767,3
5336,20221115,58,Approved,8,8,96,608,3
5896,20221122,58,Approved,8,8,118,767,3
6009,20221123,58,Approved,8,8,110,222,3
6393,20221128,58,Approved,8,8,68,377,3
6500,20221129,58,Approved,8,8,54,319,3
7096,20221206,58,Approved,8,8,118,767,3
7712,20221213,58,Approved,8,8,96,608,3
7825,20221214,58,Approved,8,8,102,1347,3
8189,20221219,58,Approved,8,8,68,377,3
8295,20221220,58,Approved,8,8,118,767,3
8389,20221221,58,Approved,8,8,110,222,3
9647,20230116,58,Approved,8,8,447,1879,3
9764,20230117,58,Approved,8,8,118,768,3
9877,20230118,58,Approved,8,8,102,1348,3
10173,20230123,58,Approved,8,8,68,378,3
10287,20230124,58,Approved,8,8,96,609,3
10410,20230125,58,Approved,8,8,110,223,3
11490,20230207,58,Approved,8,8,118,768,3
11609,20230208,58,Approved,8,8,110,223,3
11940,20230213,58,Approved,8,8,447,1879,3
12063,20230214,58,Approved,8,8,54,320,3
12187,20230215,58,Approved,8,8,102,1348,3
12757,20230221,58,Approved,8,8,96,609,3
13175,20230227,58,Approved,8,8,68,378,3
13295,20230228,58,Approved,8,8,118,768,3
13414,20230301,58,Approved,8,8,102,1348,3
14384,20230314,58,Approved,8,8,96,609,3
14479,20230315,58,Approved,8,8,110,223,3
14919,20230320,58,Approved,8,8,447,1879,3
15014,20230321,58,Approved,8,8,118,768,3
15101,20230322,58,Approved,8,8,102,1348,3
15333,20230327,58,Approved,8,8,68,378,3
16192,20230411,58,Approved,8,8,118,768,3
16269,20230412,58,Approved,8,8,102,1348,3
16529,20230417,58,Approved,8,8,68,378,3
16880,20230424,58,Approved,8,8,447,1879,3
16952,20230425,58,Approved,8,8,96,609,3
17026,20230426,58,Approved,8,8,110,223,3
17266,20230502,58,Approved,8,8,118,768,3
17337,20230503,58,Approved,8,8,102,1348,3
17586,20230509,58,Approved,8,8,54,320,3
17949,20230516,58,Approved,8,8,96,609,3
18087,20230522,58,Approved,8,8,447,1879,3
18150,20230523,58,Approved,8,8,118,768,3
18217,20230524,58,Approved,8,8,68,378,3
18549,20230530,58,Approved,8,8,110,223,3
18613,20230531,58,Approved,8,8,102,1348,3
19215,20230613,58,Approved,8,8,118,768,3
19433,20230619,58,Approved,8,8,68,378,3
19780,20230626,58,Approved,8,8,447,1879,3
19837,20230627,58,Approved,8,8,96,609,3
19893,20230628,58,Approved,8,8,102,1348,3
20086,20230704,58,Approved,8,8,118,768,3
20129,20230705,58,Approved,8,8,110,223,3
20558,20230717,58,Approved,8,8,68,378,3
20651,20230719,58,Approved,8,8,102,1348,3
393,20220816,60,Approved,8,8,107,125,3
422,20220817,60,Approved,8,8,114,520,3
423,20220817,61,Approved,8,8,145,180,3
635,20220830,60,Approved,8,8,145,180,3
802,20220905,61,Approved,8,8,90,1331,3
1094,20220912,61,Approved,8,8,142,260,3
1485,20220920,56,Approved,8,8,155,182,3
1488,20220920,60,Approved,8,8,145,180,3
1652,20220922,61,Approved,8,8,20,308,3
1807,20220926,60,Approved,8,8,144,177,3
1891,20220927,60,Approved,8,8,107,125,3
2292,20221003,61,Approved,8,8,90,1331,3
2384,20221004,61,Approved,8,8,149,212,3
2498,20221005,60,Approved,8,8,114,520,3
2499,20221005,61,Approved,8,8,145,180,3
2611,20221006,61,Approved,8,8,142,260,3
2717,20221007,61,Approved,8,8,142,260,3
2819,20221010,61,Approved,8,8,136,278,3
3519,20221018,60,Approved,8,8,145,180,3
3743,20221020,61,Approved,8,8,20,308,3
3941,20221024,60,Approved,8,8,114,520,3
4050,20221025,56,Approved,8,8,57,326,3
4054,20221025,60,Approved,8,8,107,125,3
4506,20221102,61,Approved,8,8,145,180,3
4788,20221107,61,Approved,8,8,90,1331,3
4900,20221108,61,Approved,8,8,136,278,3
5010,20221109,56,Approved,8,8,83,353,3
5016,20221109,61,Approved,8,8,90,1331,3
5334,20221115,56,Approved,8,8,155,182,3
5338,20221115,60,Approved,8,8,145,180,3
5452,20221116,60,Approved,8,8,114,520,3
5561,20221117,61,Approved,8,8,20,308,3
5683,20221118,61,Approved,8,8,142,260,3
5791,20221121,60,Approved,8,8,144,177,3
5893,20221122,56,Approved,8,8,82,1304,3
5898,20221122,60,Approved,8,8,107,125,3
6007,20221123,56,Approved,8,8,83,353,3
6608,20221130,61,Approved,8,8,145,180,3
6987,20221205,61,Approved,8,8,90,1331,3
7203,20221207,56,Approved,8,8,83,353,3
7207,20221207,61,Approved,8,8,149,212,3
7604,20221212,60,Approved,8,8,145,180,3
7714,20221213,60,Approved,8,8,107,125,3
7827,20221214,60,Approved,8,8,114,520,3
7828,20221214,61,Approved,8,8,142,260,3
7934,20221215,61,Approved,8,8,20,308,3
8068,20221216,61,Approved,8,8,136,278,3
8391,20221221,61,Approved,8,8,145,180,3
9103,20230109,61,Approved,8,8,136,279,3
9212,20230110,56,Approved,8,8,155,181,3
9330,20230111,60,Approved,8,8,145,179,3
9331,20230111,61,Approved,8,8,142,261,3
9441,20230112,61,Approved,8,8,20,309,3
9650,20230116,61,Approved,8,8,90,1332,3
9879,20230118,60,Approved,8,8,114,521,3
10414,20230125,61,Approved,8,8,145,179,3
10521,20230126,61,Approved,8,8,149,211,3
10837,20230131,60,Approved,8,8,107,124,3
11368,20230206,61,Approved,8,8,136,279,3
11611,20230208,60,Approved,8,8,145,179,3
11612,20230208,61,Approved,8,8,142,261,3
11727,20230209,61,Approved,8,8,20,309,3
11943,20230213,61,Approved,8,8,90,1332,3
12189,20230215,60,Approved,8,8,114,521,3
12872,20230222,61,Approved,8,8,145,179,3
13297,20230228,60,Approved,8,8,107,124,3
13416,20230301,60,Approved,8,8,107,124,3
13417,20230301,60,Approved,8,8,144,178,3
13797,20230306,61,Approved,8,8,136,279,3
14010,20230308,60,Approved,8,8,145,179,3
14011,20230308,61,Approved,8,8,142,261,3
14288,20230313,61,Approved,8,8,90,1332,3
14481,20230315,60,Approved,8,8,114,521,3
14482,20230315,61,Approved,8,8,149,211,3
14578,20230316,60,Approved,8,8,144,178,3
15103,20230322,61,Approved,8,8,145,179,3
15181,20230323,61,Approved,8,8,20,309,3
16193,20230411,60,Approved,8,8,114,521,3
16194,20230411,61,Approved,8,8,90,1332,3
16271,20230412,61,Approved,8,8,145,179,3
16686,20230419,61,Approved,8,8,142,261,3
16753,20230420,61,Approved,8,8,20,309,3
16882,20230424,61,Approved,8,8,136,279,3
17027,20230426,60,Approved,8,8,145,179,3
17403,20230504,61,Approved,8,8,20,309,3
17512,20230508,61,Approved,8,8,90,1332,3
17655,20230510,60,Approved,8,8,114,521,3
17656,20230510,61,Approved,8,8,145,179,3
18015,20230517,61,Approved,8,8,142,261,3
18219,20230524,60,Approved,8,8,145,179,3
18220,20230524,61,Approved,8,8,136,279,3
18614,20230531,60,Approved,8,8,144,178,3
18768,20230605,61,Approved,8,8,90,1332,3
18891,20230607,60,Approved,8,8,114,521,3
18892,20230607,61,Approved,8,8,145,179,3
19278,20230614,61,Approved,8,8,149,211,3
19334,20230615,61,Approved,8,8,20,309,3
19561,20230621,60,Approved,8,8,145,179,3
19562,20230621,61,Approved,8,8,142,261,3
19782,20230626,61,Approved,8,8,136,279,3
20039,20230703,61,Approved,8,8,90,1332,3
20130,20230705,60,Approved,8,8,114,521,3
20131,20230705,61,Approved,8,8,145,179,3
20652,20230719,60,Approved,8,8,145,179,3
20653,20230719,61,Approved,8,8,20,309,3
1401,20220919,57,Approved,8,8,363,1692,3
1486,20220920,57,Approved,8,8,363,1692,3
1565,20220921,57,Approved,8,8,363,1692,3
1649,20220922,57,Approved,8,8,307,1730,3
1805,20220926,57,Approved,8,8,363,1692,3
1889,20220927,57,Approved,8,8,363,1692,3
1963,20220928,57,Approved,8,8,363,1692,3
2048,20220929,57,Approved,8,8,307,1730,3
2287,20221003,57,Approved,8,8,363,1692,3
2380,20221004,57,Approved,8,8,363,1692,3
2495,20221005,57,Approved,8,8,363,1692,3
2605,20221006,57,Approved,8,8,307,1730,3
2813,20221010,57,Approved,8,8,363,1692,3
2918,20221011,57,Approved,8,8,363,1692,3
3025,20221012,57,Approved,8,8,363,1692,3
3124,20221013,57,Approved,8,8,416,1965,3
3407,20221017,57,Approved,8,8,363,1692,3
3516,20221018,57,Approved,8,8,363,1692,3
3621,20221019,57,Approved,8,8,363,1692,3
3738,20221020,57,Approved,8,8,416,1965,3
3837,20221021,57,Approved,8,8,416,1965,3
3938,20221024,57,Approved,8,8,363,1692,3
4051,20221025,57,Approved,8,8,363,1692,3
4164,20221026,57,Approved,8,8,363,1692,3
4272,20221027,57,Approved,8,8,416,1965,3
4398,20221028,57,Approved,8,8,416,1965,3
4503,20221102,57,Approved,8,8,363,1692,3
4599,20221103,57,Approved,8,8,416,1965,3
4690,20221104,57,Approved,8,8,416,1965,3
4784,20221107,57,Approved,8,8,363,1692,3
4896,20221108,57,Approved,8,8,363,1692,3
5011,20221109,57,Approved,8,8,363,1692,3
5225,20221114,57,Approved,8,8,363,1692,3
5335,20221115,57,Approved,8,8,363,1692,3
5449,20221116,57,Approved,8,8,363,1692,3
5557,20221117,57,Approved,8,8,416,1965,3
5679,20221118,57,Approved,8,8,416,1965,3
5787,20221121,57,Approved,8,8,363,1692,3
5894,20221122,57,Approved,8,8,363,1692,3
6008,20221123,57,Approved,8,8,363,1692,3
6108,20221124,57,Approved,8,8,416,1965,3
6225,20221125,57,Approved,8,8,416,1965,3
6392,20221128,57,Approved,8,8,363,1692,3
6499,20221129,57,Approved,8,8,363,1692,3
6605,20221130,57,Approved,8,8,363,1692,3
6848,20221202,57,Approved,8,8,416,1965,3
6982,20221205,57,Approved,8,8,363,1692,3
7095,20221206,57,Approved,8,8,363,1692,3
7309,20221208,57,Approved,8,8,416,1965,3
7439,20221209,57,Approved,8,8,416,1965,3
7600,20221212,57,Approved,8,8,363,1692,3
7711,20221213,57,Approved,8,8,363,1692,3
7824,20221214,57,Approved,8,8,363,1692,3
7929,20221215,57,Approved,8,8,416,1965,3
8064,20221216,57,Approved,8,8,416,1965,3
8188,20221219,57,Approved,8,8,363,1692,3
8294,20221220,57,Approved,8,8,363,1692,3
8388,20221221,57,Approved,8,8,363,1692,3
8484,20221222,57,Approved,8,8,416,1965,3
8932,20230105,57,Approved,8,8,416,1965,3
9017,20230106,57,Approved,8,8,416,1965,3
9101,20230109,57,Approved,8,8,646,2492,3
9213,20230110,57,Approved,8,8,620,2415,3
9328,20230111,57,Approved,8,8,620,2415,3
9438,20230112,57,Approved,8,8,416,1965,3
9542,20230113,57,Approved,8,8,416,1965,3
12062,20230214,57,Approved,8,8,620,2415,3
12186,20230215,57,Approved,8,8,620,2415,3
12305,20230216,57,Approved,8,8,416,1965,3
12452,20230217,57,Approved,8,8,416,1965,3
12756,20230221,57,Approved,8,8,620,2415,3
12868,20230222,57,Approved,8,8,620,2415,3
12965,20230223,57,Approved,8,8,416,1965,3
13068,20230224,57,Approved,8,8,416,1965,3
13294,20230228,57,Approved,8,8,620,2415,3
13413,20230301,57,Approved,8,8,620,2415,3
13531,20230302,57,Approved,8,8,416,1965,3
13654,20230303,57,Approved,8,8,416,1965,3
13903,20230307,57,Approved,8,8,620,2415,3
14007,20230308,57,Approved,8,8,620,2415,3
14109,20230309,57,Approved,8,8,416,1965,3
14196,20230310,57,Approved,8,8,416,1965,3
14383,20230314,57,Approved,8,8,620,2415,3
14478,20230315,57,Approved,8,8,620,2415,3
14575,20230316,57,Approved,8,8,416,1965,3
14700,20230317,57,Approved,8,8,416,1965,3
15013,20230321,57,Approved,8,8,620,2415,3
15100,20230322,57,Approved,8,8,620,2415,3
15419,20230328,57,Approved,8,8,620,2415,3
15502,20230329,57,Approved,8,8,620,2415,3
15923,20230404,57,Approved,8,8,620,2415,3
16000,20230405,57,Approved,8,8,620,2415,3
16191,20230411,57,Approved,8,8,620,2415,3
16268,20230412,57,Approved,8,8,620,2415,3
16607,20230418,57,Approved,8,8,620,2415,3
16684,20230419,57,Approved,8,8,620,2415,3
16951,20230425,57,Approved,8,8,620,2415,3
17025,20230426,57,Approved,8,8,620,2415,3
17265,20230502,57,Approved,8,8,620,2415,3
17336,20230503,57,Approved,8,8,620,2415,3
17585,20230509,57,Approved,8,8,620,2415,3
17654,20230510,57,Approved,8,8,620,2415,3
17948,20230516,57,Approved,8,8,620,2415,3
18013,20230517,57,Approved,8,8,620,2415,3
18149,20230523,57,Approved,8,8,620,2415,3
18216,20230524,57,Approved,8,8,620,2415,3
18548,20230530,57,Approved,8,8,620,2415,3
18612,20230531,57,Approved,8,8,620,2415,3
18829,20230606,57,Approved,8,8,620,2415,3
18890,20230607,57,Approved,8,8,620,2415,3
19214,20230613,57,Approved,8,8,620,2415,3
19277,20230614,57,Approved,8,8,620,2415,3
19492,20230620,57,Approved,8,8,620,2415,3
19559,20230621,57,Approved,8,8,620,2415,3
19836,20230627,57,Approved,8,8,620,2415,3
19892,20230628,57,Approved,8,8,620,2415,3
285,20220808,53,Approved,8,8,4,363,23
307,20220809,53,Approved,8,8,26,302,23
350,20220811,53,Approved,8,8,87,135,23
631,20220830,53,Approved,8,8,26,302,23
796,20220905,53,Approved,8,8,4,363,23
975,20220908,53,Approved,8,8,87,135,23
1154,20220913,53,Approved,8,8,26,302,23
1397,20220919,53,Approved,8,8,4,363,23
1482,20220920,53,Approved,8,8,4,363,23
1646,20220922,53,Approved,8,8,4,,23
1802,20220926,53,Approved,8,8,118,767,23
2046,20220929,53,Approved,8,8,61,271,23
2377,20221004,53,Approved,8,8,26,302,23
2492,20221005,53,Approved,8,8,4,363,23
2600,20221006,53,Approved,8,8,87,135,23
3404,20221017,53,Approved,8,8,4,363,23
3512,20221018,53,Approved,8,8,4,363,23
3935,20221024,53,Approved,8,8,4,,23
4048,20221025,53,Approved,8,8,26,302,23
4161,20221026,53,Approved,8,8,447,1878,23
4270,20221027,53,Approved,8,8,447,1878,23
4894,20221108,53,Approved,8,8,26,302,23
5117,20221110,53,Approved,8,8,87,135,23
5222,20221114,53,Approved,8,8,4,363,23
5331,20221115,53,Approved,8,8,4,363,23
5555,20221117,53,Approved,8,8,447,1878,23
5785,20221121,53,Approved,8,8,118,767,23
6105,20221124,53,Approved,8,8,447,1876,23
6389,20221128,53,Approved,8,8,4,363,23
6496,20221129,53,Approved,8,8,26,302,23
6713,20221201,53,Approved,8,8,87,135,23
7597,20221212,53,Approved,8,8,4,363,23
7708,20221213,53,Approved,8,8,4,363,23
8293,20221220,53,Approved,8,8,26,302,23
8633,20221227,53,Approved,8,8,63,162,23
8929,20230105,53,Approved,8,8,87,134,23
9099,20230109,53,Approved,8,8,4,362,23
9436,20230112,53,Approved,8,8,447,1879,23
9761,20230117,53,Approved,8,8,26,303,23
10171,20230123,53,Approved,8,8,4,362,23
10284,20230124,53,Approved,8,8,4,362,23
11079,20230202,53,Approved,8,8,87,134,23
11360,20230206,53,Approved,8,8,4,362,23
11487,20230207,53,Approved,8,8,26,303,23
11938,20230213,53,Approved,8,8,118,768,23
12640,20230220,53,Approved,8,8,4,362,23
12753,20230221,53,Approved,8,8,4,362,23
13292,20230228,53,Approved,8,8,26,303,23
13527,20230302,53,Approved,8,8,87,134,23
13792,20230306,53,Approved,8,8,4,362,23
14107,20230309,53,Approved,8,8,447,1879,23
14381,20230314,53,Approved,8,8,447,1879,23
14916,20230320,53,Approved,8,8,4,362,23
15011,20230321,53,Approved,8,8,4,362,23
15417,20230328,53,Approved,8,8,26,303,23
15844,20230403,53,Approved,8,8,4,362,23
16068,20230406,53,Approved,8,8,87,134,23
16527,20230417,53,Approved,8,8,4,362,23
16605,20230418,53,Approved,8,8,4,362,23
16949,20230425,53,Approved,8,8,26,303,23
17263,20230502,53,Approved,8,8,4,362,23
17333,20230503,53,Approved,8,8,87,134,23
17582,20230509,53,Approved,8,8,26,303,23
17717,20230511,53,Approved,8,8,447,1879,23
17884,20230515,53,Approved,8,8,4,362,23
17946,20230516,53,Approved,8,8,4,362,23
18086,20230522,53,Approved,8,8,118,768,23
18546,20230530,53,Approved,8,8,26,303,23
18609,20230531,53,Approved,8,8,4,362,23
18951,20230608,53,Approved,8,8,87,134,23
19157,20230612,53,Approved,8,8,4,362,23
19213,20230613,53,Approved,8,8,4,362,23
19490,20230620,53,Approved,8,8,26,303,23
19778,20230626,53,Approved,8,8,4,362,23
20174,20230706,53,Approved,8,8,87,134,23
20327,20230710,53,Approved,8,8,4,362,23
20380,20230711,53,Approved,8,8,4,362,23
20472,20230713,53,Approved,8,8,447,1879,23
20600,20230718,53,Approved,8,8,26,303,23
275,20220808,10,Approved,8,8,84,156,23
341,20220811,10,Approved,8,8,73,143,23
629,20220830,51,Approved,8,8,140,643,23
861,20220906,51,Approved,8,8,140,643,23
893,20220907,10,Approved,8,8,113,167,23
1152,20220913,51,Approved,8,8,140,643,23
1388,20220919,37,Approved,8,8,342,1871,23
1446,20220920,10,Approved,8,8,4,363,23
1481,20220920,51,Approved,8,8,140,643,23
1611,20220922,10,Approved,8,8,73,143,23
2013,20220929,10,Approved,8,8,26,302,23
2450,20221005,10,Approved,8,8,113,167,23
2584,20221006,37,Approved,8,8,316,1775,23
2879,20221011,10,Approved,8,8,4,363,23
3895,20221024,10,Approved,8,8,84,156,23
4120,20221026,10,Approved,8,8,26,302,23
4268,20221027,51,Approved,8,8,477,1911,23
4492,20221102,37,Approved,8,8,476,,23
4595,20221103,51,Approved,8,8,477,1911,23
4854,20221108,10,Approved,8,8,4,363,23
4969,20221109,10,Approved,8,8,113,167,23
5433,20221116,37,Approved,8,8,383,1699,23
5517,20221117,10,Approved,8,8,73,143,23
5541,20221117,37,Approved,8,8,383,1699,23
5965,20221123,10,Approved,8,8,26,302,23
5991,20221123,37,Approved,8,8,495,,23
6103,20221124,51,Approved,8,8,120,296,23
6376,20221128,37,Approved,8,8,534,2180,23
6589,20221130,37,Approved,8,8,498,2122,23
6711,20221201,51,Approved,8,8,97,159,23
6968,20221205,37,Approved,8,8,498,2122,23
7053,20221206,10,Approved,8,8,4,363,23
7189,20221207,37,Approved,8,8,498,2122,23
7295,20221208,37,Approved,8,8,498,2122,23
7304,20221208,51,Approved,8,8,477,1911,23
7583,20221212,37,Approved,8,8,498,2122,23
7808,20221214,37,Approved,8,8,498,2122,23
7895,20221215,10,Approved,8,8,73,143,23
7913,20221215,37,Approved,8,8,498,2122,23
8012,20221216,10,Approved,8,8,78,342,23
8154,20221219,10,Approved,8,8,526,2148,23
8357,20221221,10,Approved,8,8,526,2148,23
8454,20221222,10,Approved,8,8,113,167,23
8751,20230103,37,Approved,8,8,46,622,23
8840,20230104,51,Approved,8,8,397,1247,23
9290,20230111,10,Approved,8,8,113,166,23
9434,20230112,51,Approved,8,8,663,997,23
9722,20230117,10,Approved,8,8,60,305,23
9840,20230118,10,Approved,8,8,73,142,23
9871,20230118,51,Approved,8,8,554,2187,23
9962,20230119,37,Approved,8,8,335,830,23
9973,20230119,51,Approved,8,8,554,2187,23
10074,20230120,51,Approved,8,8,554,2187,23
10138,20230123,10,Approved,8,8,84,157,23
10160,20230123,37,Approved,8,8,545,1510,23
10271,20230124,37,Approved,8,8,545,1510,23
10365,20230125,10,Approved,8,8,26,303,23
10511,20230126,51,Approved,8,8,397,1244,23
10791,20230131,10,Approved,8,8,4,362,23
11718,20230209,51,Approved,8,8,554,2187,23
12022,20230214,10,Approved,8,8,60,305,23
12145,20230215,10,Approved,8,8,113,166,23
12263,20230216,10,Approved,8,8,73,142,23
12612,20230220,10,Approved,8,8,4,362,23
12631,20230220,37,Approved,8,8,670,2480,23
12739,20230221,37,Approved,8,8,670,2480,23
12837,20230222,10,Approved,8,8,26,303,23
12855,20230222,37,Approved,8,8,670,2480,23
13258,20230228,10,Approved,8,8,4,362,23
13277,20230228,37,Approved,8,8,535,2209,23
13376,20230301,10,Approved,8,8,4,362,23
13397,20230301,37,Approved,8,8,535,2204,23
13513,20230302,37,Approved,8,8,535,2204,23
13778,20230306,37,Approved,8,8,535,2204,23
13790,20230306,51,Approved,8,8,87,134,23
13886,20230307,37,Approved,8,8,535,2204,23
13989,20230308,37,Approved,8,8,535,2204,23
14251,20230313,10,Approved,8,8,113,166,23
14268,20230313,37,Approved,8,8,535,2204,23
14281,20230313,51,Approved,8,8,397,1252,23
14344,20230314,10,Approved,8,8,4,362,23
14368,20230314,37,Approved,8,8,535,2204,23
14441,20230315,10,Approved,8,8,113,166,23
14462,20230315,37,Approved,8,8,535,2204,23
14473,20230315,51,Approved,8,8,771,2689,23
14541,20230316,10,Approved,8,8,73,142,23
14901,20230320,37,Approved,8,8,535,2204,23
14999,20230321,37,Approved,8,8,535,2204,23
15068,20230322,10,Approved,8,8,26,303,23
15086,20230322,37,Approved,8,8,535,2204,23
15261,20230324,51,Approved,8,8,397,1252,23
15321,20230327,37,Approved,8,8,605,2323,23
15330,20230327,51,Approved,8,8,397,1252,23
15406,20230328,37,Approved,8,8,605,2323,23
15487,20230329,37,Approved,8,8,605,2323,23
15498,20230329,51,Approved,8,8,120,297,23
15571,20230330,37,Approved,8,8,605,2323,23
15581,20230330,51,Approved,8,8,554,2187,23
15894,20230404,10,Approved,8,8,637,1547,23
15969,20230405,10,Approved,8,8,637,1547,23
16163,20230411,10,Approved,8,8,4,362,23
16187,20230411,51,Approved,8,8,669,2463,23
16240,20230412,10,Approved,8,8,113,166,23
16315,20230413,10,Approved,8,8,73,142,23
16498,20230417,10,Approved,8,8,113,166,23
16574,20230418,10,Approved,8,8,4,362,23
16650,20230419,10,Approved,8,8,26,303,23
16854,20230424,10,Approved,8,8,84,157,23
17310,20230503,10,Approved,8,8,113,166,23
17627,20230510,10,Approved,8,8,26,303,23
17694,20230511,10,Approved,8,8,73,142,23
17925,20230516,10,Approved,8,8,4,362,23
17993,20230517,10,Approved,8,8,26,303,23
18279,20230525,51,Approved,8,8,120,297,23
18870,20230607,10,Approved,8,8,113,166,23
18931,20230608,10,Approved,8,8,73,142,23
19195,20230613,10,Approved,8,8,4,362,23
19256,20230614,10,Approved,8,8,73,142,23
19535,20230621,10,Approved,8,8,26,303,23
20118,20230705,10,Approved,8,8,113,166,23
20161,20230706,10,Approved,8,8,73,142,23
20361,20230711,10,Approved,8,8,4,362,23
20410,20230712,10,Approved,8,8,26,303,23
20538,20230717,10,Approved,8,8,84,157,23
1813,20220926,74,Approved,8,8,4,363,23
2056,20220929,74,Approved,8,8,4,363,23
2392,20221004,74,Approved,8,8,4,363,23
2506,20221005,74,Approved,8,8,4,363,23
2726,20221007,74,Approved,8,8,4,363,23
2827,20221010,74,Approved,8,8,266,1328,23
2929,20221011,74,Approved,8,8,266,1328,23
3036,20221012,74,Approved,8,8,266,1328,23
3139,20221013,74,Approved,8,8,266,1328,23
3633,20221019,74,Approved,8,8,266,1328,23
3752,20221020,74,Approved,8,8,266,1328,23
3844,20221021,74,Approved,8,8,266,1328,23
4286,20221027,74,Approved,8,8,4,363,23
5236,20221114,74,Approved,8,8,20,308,23
5346,20221115,74,Approved,8,8,20,308,23
5460,20221116,74,Approved,8,8,20,308,23
